Common.Name,Scientific.Name,Code,Audubon.Habitat.Guild,Habitat,Start.Date,End.Date,Type,Vagrant,Group,Background,Threshold,Drop.BCR,Drop.from.M,Add.to.M,BCR.Mask,Season,Generation.Time,Dispersal.Distance,Dispersal.Rate
Cave Swallow,Petrochelidon fulva,CASW,Var,D,152,213,two-season,9,Aridlands,background_jun_jul,mo,,"11, 17, 22","33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66","33, 34, 43, 44, 45",Breeding,1,37,37
Cedar Waxwing,Bombycilla cedrorum,CEDW,Wd,"F-E,F-W",152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"1,2,33,34,35,36,38,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,66",Breeding,1,74.5,74.5
Cerulean Warbler,Setophaga cerulea,CERW,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Chestnut-backed Chickadee,Poecile rufescens,CBCH,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mk,,,,"33,34,35,36,43,46,47,48,50,53,54",Breeding,1,3,3
Chestnut-collared Longspur,Calcarius ornatus,CCLO,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,"3,2,5,4",Breeding,1,14.5,14.5
Chestnut-sided Warbler,Setophaga pensylvanica,CSWA,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,37,,,Breeding,1,3,3
Chihuahuan Raven,Corvus cryptoleucus,CHRA,Sh,D,152,213,two-season,4,Aridlands,background_jun_jul,mk,,,,"33, 40, 42",Breeding,1,14.5,14.5
Chimney Swift,Chaetura pelagica,CHSW,Var,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,custom,"5,9,16,17",,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,34,33,9,10,16,38,43,44,45,46,47,48,66,35,38,5,9",Breeding,1,3,3
Chipping Sparrow,Spizella passerina,CHSP,Wd,"F-W,F-E,F-B",152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,1,3,3
Chuck-will's-widow,Antrostomus carolinensis,CWWI,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,"3,4,5,48,49,52,34,35,36,33",,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,36,35,34,33,16,9,10,42,43,45",Breeding,1,3,3
Chukar,Alectoris chukar,CHUK,Gr,"D,G",1,366,resident,13,Aridlands,background_jan_dec,tss,,,,,Breeding,1,37,37
Cinnamon Teal,Anas cyanoptera,CITE,Wet,"M,G",152,213,two-season,2,Marshlands,background_jun_jul,mk,,,"2, 3, 7, 8, 12, 22, 23",,Breeding,1,149.5,149.5
Clapper Rail,Rallus longirostris,CLRA,Wet,"C,M",1,366,two-season,2,Coastal,background_jun_jul,tss,"32,33,29",,,"3,7,38,44,45",Breeding,1,14.5,14.5
Clark's Grebe,Aechmophorus clarkii,CLGR,Wet,M,152,213,two-season,2,Marshlands,background_jun_jul,tss,"33, 40",,"4, 12, 13, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 100",,Breeding,1,37,37
Clark's Nutcracker,Nucifraga columbiana,CLNU,Wd,F-W,1,366,resident,22,Western.Forests,background_jan_dec,mk,,,,,Breeding,2,14.5,7.25
Clay-colored Sparrow,Spizella pallida,CCSP,Sh,G,152,213,two-season,5,Grasslands,background_jun_jul,om_10,,,,"1,2,4,5",Breeding,1,3,3
Cliff Swallow,Petrochelidon pyrrhonota,CLSW,Var,GEN,152,213,breeding,2,Generalists,background_jun_jul,om_10,,"40,42,27,31",,,Breeding,1,37,37
Common Eider,Somateria mollissima,COEI,Wet,"A,C",152,213,two-season,2,Coastal,background_jun_jul,om_10,,,5,"9,10,13,26,27,28,29,31,37,40,42",Breeding,2.5,3,1.2
Common Gallinule,Gallinula chloropus,COGA,Wet,M,152,213,two-season,2,Marshlands,background_jun_jul,tss,,,,"1, 2, 4, 5, 10",Breeding,1,3,3
Common Goldeneye,Bucephala clangula,COGO,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,tss,,,,,Breeding,2,3,1.5
Common Grackle,Quiscalus quiscula,COGR,Var,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,om_10,"32,35,16","3,4,6,10,16,32,35,36,48,49,52,100",,"5,9,34,35,38,43,44,45,46,47,48,49,52,54,56,57,58,59,61,66",Breeding,1,14.5,14.5
Common Ground-Dove,Columbina passerina,COGD,Sh,D,1,366,resident,9,Aridlands,background_jan_dec,tss,,,,,Breeding,0.2,14.5,72.5
Common Loon,Gavia immer,COLO,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,custom,"15,16,18,19,25,37,27,31,32,33,24,26,0,100,28,29,30",,,,Breeding,2.5,14.5,5.8
Common Merganser,Mergus merganser,COME,Wet,"F-B,F-E,F-W",152,213,two-season,2,Waterbirds,background_jun_jul,om_10,,,," 22,23,24,25,27,32,33,35,36,39,40,41,42,43,45,46,47,48,50,51,53,54,60 ,34",Breeding,2,74.5,37.25
Common Murre,Uria aalge,COMU,Wet,"O,C",152,213,two-season,2,Coastal,background_jun_jul,eq,,28,"27,31,10,40",,Breeding,5,3,0.6
Common Myna,Acridotheres tristis,COMY,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,om_10,,,,"36,37,38,43,44,45,47,48,49,50,52,53,54,56,57,58,59,60,61,66",Breeding,1,3,3
Common Nighthawk,Chordeiles minor,CONI,Var,GEN,152,213,breeding,2,Generalists,background_jun_jul,custom,,,,"1,2,33,38,39,40,41,42,43,44,45,48,49,52,54,55,56,65,66",Breeding,1,3,3
Common Pauraque,Nyctidromus albicollis,COPA,Sh,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"31,33,40,41,42",Breeding,1,3,3
Common Poorwill,Phalaenoptilus nuttallii,COPO,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,mk,,,,,Breeding,1,3,3
Common Raven,Corvus corax,CORA,Var,GEN,1,366,resident,2,Generalists,background_jan_dec,custom,,,,"55,56,57,64",Breeding,1,37,37
Common Redpoll,Acanthis flammea,CORE,Sh,"A,F-B",152,213,two-season,12,Arctic,background_jun_jul,eq,,,,"9, 10, 12, 14, 16",Breeding,1,14.5,14.5
Common Tern,Sterna hirundo,COTE,Wet,GEN,152,213,two-season,6,Waterbirds,background_jun_jul,tss,"9,10,28,33,31,32,5,37,17,29",,,"1,2,5,9,15,16,18,19,20,21,24,25,26,31,32,33,34,35,36,37,45,46,47,52,56,58,66",Breeding,3,74.5,24.83333333
Common Yellowthroat,Geothlypis trichas,COYE,Sh,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"1,2,38,42,48,49,50,51,52,53,54,55,56,57,58,59,60,61,65,66",Breeding,1,3,3
Connecticut Warbler,Oporornis agilis,CONW,Wd,F-B,152,213,breeding,2,Boreal.Forests,background_jun_jul,mo,"22,23,24,25,26,26,27,28,29,30,100",100,,,Breeding,1,3,3
Cooper's Hawk,Accipiter cooperii,COHA,Wd,"F-E,F-W,F-S",152,213,two-season,2,Generalists,background_jun_jul,om_10,,"46,54,43,53,45,47,48",,,Breeding,2,14.5,7.25
Cordilleran Flycatcher,Empidonax occidentalis,COFL,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mo,,,,,Breeding,1,3,3
Costa's Hummingbird,Calypte costae,COHU,Sh,D,152,182,two-season,8,Aridlands,background_jun,mo,9,"5, 10",36,35,Breeding,1,14.5,14.5
Couch's Kingbird,Tyrannus couchii,COKI,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,,Breeding,1,3,3
Crested Caracara,Caracara cheriway,CRCA,Sh,"D,F-S",1,366,resident,8,Aridlands,background_jan_dec,tss,,,,,Breeding,3,14.5,4.833333333
Crissal Thrasher,Toxostoma crissale,CRTH,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,eq,,,,"40, 42",Breeding,0.8,14.5,18.125
Curve-billed Thrasher,Toxostoma curvirostre,CBTH,Sh,D,1,366,resident,3,Aridlands,background_jan_dec,tss,,"5, 9, 10, 11, 15, 17, 22, 27",40,"40, 42, 52, 58, 59, 60, 61",Breeding,1,37,37
Dark-eyed Junco,Junco hyemalis,DEJU,Wd,"F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,"18,33,34,35,36,39,40,42,43,45,46,47,48,50,51,52,53,54,58,60,61,65",Breeding,1,3,3
Dickcissel,Spiza americana,DICK,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,"33,43,44,45,49,52,66,56,55",Breeding,1,3,3
Double-crested Cormorant,Phalacrocorax auritus,DCCO,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"27,20,42,28,21,24,37,36,22,16,18,19",,,,Breeding,2,14.5,7.25
Downy Woodpecker,Picoides pubescens,DOWO,Wd,"F-E,F-B,F-W",1,366,resident,2,Generalists,background_jan_dec,custom,,,,"33,34,35 36,37,38,39,40,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,65,66",Breeding,1,3,3
Dunlin,Calidris alpina,DUNL,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"24,29,31,14,32,28,37,27,30,13,100,0,5,11,12,22,23",,,,Breeding,1.5,3,2
Dusky Flycatcher,Empidonax oberholseri,DUFL,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Dusky Grouse,Dendragapus obscurus,DUGR,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,mo,"1,2,5,15,32",,,"1,2,3,5,7,8,15,32,35,39,47,48",Breeding,1,3,3
Dusky-capped Flycatcher,Myiarchus tuberculifer,DCFL,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Eared Grebe,Podiceps nigricollis,EAGR,Wet,M,152,213,two-season,6,Marshlands,background_jun_jul,tss,"4, 15, 40, 47",,"2, 13, 14","1, 2, 4, 5",Breeding,1.5,37,24.66666667
Eastern Bluebird,Sialia sialis,EABL,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,om_10,,,,,Breeding,1,3,3
Eastern Kingbird,Tyrannus tyrannus,EAKI,Wd,G,152,213,breeding,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Eastern Meadowlark,Sturnella magna,EAME,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Eastern Phoebe,Sayornis phoebe,EAPH,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,"3,4,5,36,9,35",,,Breeding,1,3,3
Eastern Screech-Owl,Megascops asio,EASO,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,custom,"15,16,6,32",,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,35,34,33,32,15,9,10,5,16,38,43,44",Breeding,1,3,3
Eastern Towhee,Pipilo erythrophthalmus,EATO,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,,,,"5,34,36,43,44,45,46,47,48,49,50,51,52,53,54,56,58,59,60,61,9,10",Breeding,1,3,3
Eastern Whip-poor-will,Antrostomus vociferus,EWPW,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,"18,32,52,31,6,36,11,17","3,4,5,32,100,35,36,48,49,52",,,Breeding,1,3,3
Eastern Wood-Pewee,Contopus virens,EAWP,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,custom,,,,"34,35,37,43,47,48,1,2,4,5,9,10,16",Breeding,1,3,3
Emperor Goose,Chen canagica,EMGO,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,tss,,,,,Breeding,3.5,3,0.857142857
Eurasian Collared-Dove,Streptopelia decaocto,EUCD,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,custom,,,,"1,2,8",Breeding,1,74.5,74.5
Eurasian Tree Sparrow,Passer montanus,ETSP,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,eq,,,,,Breeding,1,3,3
European Starling,Sturnus vulgaris,EUST,U,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,"4,47,42,100",,"38,39,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,65,66",Breeding,1,3,3
Evening Grosbeak,Coccothraustes vespertinus,EVGR,Wd,"F-B,F-W",152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,"1,2,4","1,2",Breeding,1,14.5,14.5
Ferruginous Hawk,Buteo regalis,FEHA,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1.5,37,24.66666667
Ferruginous Pygmy-Owl,Glaucidium brasilianum,FEPO,Wd,D,1,366,resident,5,Aridlands,background_jan_dec,tss,,,,"27, 31, 40, 42",Breeding,1,14.5,14.5
Field Sparrow,Spizella pusilla,FISP,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,om_10,,,,,Breeding,1,3,3
Fish Crow,Corvus ossifragus,FICR,U,GEN,1,366,resident,2,Generalists,background_jan_dec,tss,,,,"43,44,45,47,48,49,50,52,54,56,59",Breeding,2,14.5,7.25
Florida Scrub-Jay,Aphelocoma coerulescens,FLSJ,Sh,F-E,1,366,resident,2,Subtropical.Forests,background_jan_dec,tss,"27,35,32,47",27,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,36,37,38,43,44",Breeding,2.5,3,1.2
Forster's Tern,Sterna forsteri,FOTE,Wet,"C,M",152,213,two-season,10,Marshlands,background_jun_jul,tss,"12, 13, 15, 16, 18, 19, 22, 26, 27, 29, 31, 100",,"2, 4, 5",5,Breeding,2,37,18.5
Fox Sparrow,Passerella iliaca,FOSP,Sh,"F-W,F-B",152,213,two-season,2,Boreal.Forests,background_jun_jul,eq,,,,,Breeding,1,3,3
Franklin's Gull,Leucophaeus pipixcan,FRGU,Wet,M,152,213,breeding,10,Marshlands,background_jun_jul,mo,"8, 12, 16, 18, 19, 22, 34, 100",,2,5,Breeding,2,37,18.5
Fulvous Whistling-Duck,Dendrocygna bicolor,FUWD,Wet,M,152,213,two-season,4,Marshlands,background_jun_jul,tss,,,,,Breeding,1,149.5,149.5
Gadwall,Anas strepera,GADW,Wet,GEN,152,213,two-season,10,Marshlands,background_jun_jul,tss,,,,,Breeding,1.5,3,2
Gambel's Quail,Callipepla gambelii,GAQU,Sh,D,1,366,resident,21,Aridlands,background_jan_dec,mk,"16, 35","10, 17","18, 19, 20, 21, 36","18, 19, 32, 35, 36, 39, 40, 41, 42, 48",Breeding,1,3,3
Gila Woodpecker,Melanerpes uropygialis,GIWO,Wd,D,1,366,resident,6,Aridlands,background_jan_dec,mk,,,,"35, 36, 48, 50, 51, 53, 54, 59",Breeding,1,3,3
Gilded Flicker,Colaptes chrysoides,GIFL,Wd,D,1,366,resident,3,Aridlands,background_jan_dec,mo,,,"20, 36, 48, 49, 50","34, 35, 36, 43, 45, 46, 47, 48, 49",Breeding,1,37,37
Glaucous Gull,Larus hyperboreus,GLGU,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,,,,,Breeding,3.5,37,10.57142857
Glaucous-winged Gull,Larus glaucescens,GWGU,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,mk,32,,"7,8,14,30,13,28","7,8",Breeding,5.5,74.5,13.54545455
Glossy Ibis,Plegadis falcinellus,GLIB,Wet,"C,F-S",152,213,two-season,4,Marshlands,background_jun_jul,mk,,,,"28, 29, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66",Breeding,2.5,74.5,29.8
Golden Eagle,Aquila chrysaetos,GOEA,Gr,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,5.5,37,6.727272727
Golden-cheeked Warbler,Setophaga chrysoparia,GCWA,Wd,F-W,152,213,two-season,12,Subtropical.Forests,background_jun_jul,tss,,,,"33,34,35,36,43,46,47,48,53,54",Breeding,1,3,3
Golden-crowned Kinglet,Regulus satrapa,GCKI,Wd,"F-W,F-E,F-B",152,213,two-season,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Golden-crowned Sparrow,Zonotrichia atricapilla,GCSP,Sh,"A,F-B",152,213,two-season,2,Boreal.Forests,background_jun_jul,mo,"9,15,32",,,"3,7,8,16,47",Breeding,1,3,3
Golden-fronted Woodpecker,Melanerpes aurifrons,GFWO,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"31,33,40,42,43,44",Breeding,1,3,3
Golden-winged Warbler,Vermivora chrysoptera,GWWA,Sh,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,"17,18,36","3,4,48,49,52,35,36,100",,,Breeding,1,14.5,14.5
Grace's Warbler,Setophaga graciae,GRWA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,om_10,,,,,Breeding,1,3,3
Grasshopper Sparrow,Ammodramus savannarum,GRSP,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Gray Catbird,Dumetella carolinensis,GRCA,Sh,"F-E,F-W",152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,,,,"4,5,9,31,34",Breeding,1,14.5,14.5
Gray Flycatcher,Empidonax wrightii,GRFL,Var,F-W,152,213,two-season,2,Aridlands,background_jun_jul,om_10,,,,,Breeding,2,3,1.5
Gray Hawk,Buteo plagiatus,GRHA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,,Breeding,1,37,37
Gray Kingbird,Tyrannus dominicensis,GRAK,Wd,"F-S,C",152,213,breeding,2,Subtropical.Forests,background_jun_jul,mo,,,,,Breeding,1,3,3
Gray Partridge,Perdix perdix,GRAP,Gr,G,1,366,resident,2,Grasslands,background_jan_dec,tss,,,,"2,4,5,3",Breeding,1,3,3
Gray Vireo,Vireo vicinior,GRVI,Sh,F-W,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,,Breeding,1,3,3
Gray-cheeked Thrush,Catharus minimus,GCTH,Wd,F-B,152,213,breeding,2,Boreal.Forests,background_jun_jul,mk,"9,10,11,12,13,14,22,23,24,28,29,30,100",100,,"5,9,10,11",Breeding,1,3,3
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,GCRF,Var,A,152,213,two-season,2,Arctic,background_jun_jul,tss,,,"8, 12","3, 7, 8, 12, 14, 16, 28, 33, 34, 35, 47, 48",Breeding,1,14.5,14.5
Great Black-backed Gull,Larus marinus,GBBG,Wet,GEN,152,213,two-season,2,Coastal,background_jun_jul,om_10,"23,27,31",,"1,2,4,5,31","5,1,2,4,10,37,36,31,27,55,56,57",Breeding,4.5,37,8.222222222
Great Blue Heron,Ardea herodias,GBHE,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,custom,,,,"1,2,46,47,50",Breeding,1.5,74.5,49.66666667
Great Cormorant,Phalacrocorax carbo,GRCO,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,"1,2,4,5",Breeding,3,74.5,24.83333333
Great Crested Flycatcher,Myiarchus crinitus,GCFL,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,38,43,44",Breeding,1,3,3
Great Egret,Ardea alba,GREG,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,,,,,Breeding,2,74.5,37.25
Great Gray Owl,Strix nebulosa,GGOW,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,mo,"13,14",,,,Breeding,3.5,14.5,4.142857143
Great Horned Owl,Bubo virginianus,GHOW,Wd,GEN,1,366,resident,2,Generalists,background_jan_dec,om_10,,,,,Breeding,2,37,18.5
Great Kiskadee,Pitangus sulphuratus,GKIS,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"31,40,42",Breeding,2,3,1.5
Greater Prairie-Chicken,Tympanuchus cupido,GRPC,Gr,G,1,366,resident,2,Grasslands,background_jan_dec,tss,,,,"37,36,52,49,31",Breeding,0.8,3,3.75
Greater Roadrunner,Geococcyx californianus,GRRO,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,om_10,,"5, 10, 11, 13, 17, 23, 100",29,,Breeding,2.5,3,1.2
Greater Sage-Grouse,Centrocercus urophasianus,GRSG,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,,Breeding,1,14.5,14.5
Greater Scaup,Aythya marila,GRSC,Wet,"A,F-B",152,213,two-season,2,Waterbirds,background_jun_jul,mo,,,,,Breeding,1,3,3
Greater White-fronted Goose,Anser albifrons,GWFG,Wet,A,152,213,two-season,11,Waterbirds,background_jun_jul,tss,"22,29,32,23,28,9,0,10,12,100,13,11,30",,,,Breeding,3,3,1
Greater Yellowlegs,Tringa melanoleuca,GRYE,Wet,F-B,152,213,two-season,23,Waterbirds,background_jun_jul,om_10,"32,30,34,19,24,0,40,5,21,29,18,27,28,11,8,10,13,14,31,33,9,100",,,,Breeding,1.5,37,24.66666667
Great-tailed Grackle,Quiscalus mexicanus,GTGR,Var,GEN,1,366,resident,2,Generalists,background_jan_dec,eq,,,,31,Breeding,1,14.5,14.5
Green Heron,Butorides virescens,GRHE,Wet,GEN,152,213,two-season,5,Marshlands,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Green Jay,Cyanocorax yncas,GRJA,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,eq,,"32, 33, 40, 42",,"31,32,33,39,40,41,42,43,44",Breeding,1,3,3
Green Kingfisher,Chloroceryle americana,GKIN,Wet,F-S,1,366,resident,2,Waterbirds,background_jan_dec,eq,"11,32,21",,,,Breeding,1,3,3
Green-tailed Towhee,Pipilo chlorurus,GTTO,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,,Breeding,1,3,3
Green-winged Teal,Anas crecca,GWTE,Wet,GEN,152,213,two-season,6,Marshlands,background_jun_jul,tss,,,,,Breeding,0.4,14.5,36.25
Groove-billed Ani,Crotophaga sulcirostris,GBAN,Sh,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,"31,42",Breeding,2,3,1.5
Gull-billed Tern,Gelochelidon nilotica,GBTE,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,om_10,,,,"5,45,55,56,57,66,35,58,59,60,61,53",Breeding,4.5,37,8.222222222
Gyrfalcon,Falco rusticolus,GYRF,Gr,A,152,213,two-season,2,Arctic,background_jun_jul,om_10,,,,"5, 9, 10",Breeding,2,74.5,37.25
Hairy Woodpecker,Picoides villosus,HAWO,Wd,"F-E,F-B,F-W",1,366,resident,2,Generalists,background_jan_dec,om_10,,,,,Breeding,1,14.5,14.5
Hammond's Flycatcher,Empidonax hammondii,HAFL,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,"1,2",Breeding,2,3,1.5
Harlequin Duck,Histrionicus histrionicus,HADU,Wet,"F-W,F-B",152,213,two-season,2,Waterbirds,background_jun_jul,mo,"32,100",,,"12,13,14,15,16,17,28,32,33,34,35,39,43,46,47,48,53,54 ",Breeding,1,14.5,14.5
Harris's Hawk,Parabuteo unicinctus,HASH,Sh,D,1,366,resident,7,Aridlands,background_jan_dec,om_10,,"5, 17, 22","31, 55, 56",,Breeding,1,74.5,74.5
Harris's Sparrow,Zonotrichia querula,HASP,Sh,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,mk,,,,,Breeding,2,3,1.5
Heermann's Gull,Larus heermanni,HEEG,Wet,C,1,366,resident,2,Coastal,background_jan_dec,tss,"0,5,9,34",,,"31,55,56,66,52,65,48,49,36,61,34,36,37,38,47,50,53,57,35,46",Breeding,4,37,9.25
Henslow's Sparrow,Ammodramus henslowii,HESP,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Hepatic Tanager,Piranga flava,HETA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,"40,42,55,56",Breeding,1,3,3
Hermit Thrush,Catharus guttatus,HETH,Wd,"F-E,F-W,F-B",152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Hermit Warbler,Setophaga occidentalis,HEWA,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Herring Gull,Larus argentatus,HERG,Wet,GEN,152,213,two-season,7,Waterbirds,background_jun_jul,tss,"37,31,27,29,32,9,28,0,11",,,,Breeding,4,74.5,18.625
Hoary Redpoll,Acanthis hornemanni,HORE,Sh,A,152,213,two-season,2,Arctic,background_jun_jul,mk,"4, 6",,,,Breeding,1,14.5,14.5
Hooded Merganser,Lophodytes cucullatus,HOME,Wet,"F-B,F-E",152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"0,15,19,17,18,32",,"1,2","1,2",Breeding,2,14.5,7.25
Hooded Oriole,Icterus cucullatus,HOOR,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Hooded Warbler,Setophaga citrina,HOWA,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,"31,32,100",,,,Breeding,1,3,3
Hook-billed Kite,Chondrohierax uncinatus,HBKI,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,31,Breeding,1,37,37
Horned Grebe,Podiceps auritus,HOGR,Wet,M,152,213,two-season,8,Marshlands,background_jun_jul,mk,"5, 9, 30, 32, 100",,,,Breeding,1,37,37
Horned Lark,Eremophila alpestris,HOLA,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
House Finch,Haemorhous mexicanus,HOFI,Var,GEN,1,366,resident,2,Generalists,background_jan_dec,om_10,,,,,Breeding,1,74.5,74.5
House Sparrow,Passer domesticus,HOSP,U,Urban/Suburban,1,366,resident,2,Urban.Suburban,background_jan_dec,custom,,,,"1,2",Breeding,0.4,14.5,36.25
House Wren,Troglodytes aedon,HOWR,Wd,"F-E,F-W",152,213,two-season,2,Generalists,background_jun_jul,om_10,,"65,21,25,26,27,33,34,35,37,0,47,48,52,53,56,59,57,58,60,100,45",,"1,2,4",Breeding,1,3,3
Hudsonian Godwit,Limosa haemastica,HUGO,Wet,A,152,213,breeding,2,Waterbirds,background_jun_jul,mk,"11,6",,,,Breeding,1,37,37
Hutton's Vireo,Vireo huttoni,HUVI,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,eq,,,,,Breeding,1,3,3
Inca Dove,Columbina inca,INDO,Sh,D,1,366,resident,4,Aridlands,background_jan_dec,mk,,,,"31, 40, 42, 55, 56",Breeding,1,14.5,14.5
Indigo Bunting,Passerina cyanea,INBU,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,om_10,"32,31",,,"34,43",Breeding,1,3,3
Juniper Titmouse,Baeolophus ridgwayi,JUTI,Wd,F-W,1,366,resident,7,Western.Forests,background_jan_dec,mk,,,,,Breeding,1,3,3
Kentucky Warbler,Geothlypis formosa,KEWA,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
